seed,fold,encoder_route,feature_set,task,n_train,n_validation,positive_train,positive_validation,auroc,average_precision,balanced_accuracy,f1
20260521,3,random,encoder_embedding,any_deceleration_prolonged,258,128,13,6,0.5191256830601093,0.06491179169445417,0.5478142076502732,0.10810810810810811
20260521,3,random,classical_signal,any_deceleration_prolonged,258,128,13,6,0.6898907103825137,0.09756912174335042,0.639344262295082,0.16666666666666666
20260521,3,jnu_only,encoder_embedding,any_tachycardia,258,128,25,4,0.5665322580645161,0.04235861134148795,0.4112903225806452,0.0
20260521,3,jnu_only,classical_signal,any_tachycardia,258,128,25,4,0.9778225806451613,0.7269230769230769,0.9435483870967742,0.36363636363636365
20260521,3,jnu_only,encoder_embedding,any_acceleration,258,128,123,64,0.664306640625,0.6552247969707892,0.6015625,0.5853658536585366
20260521,3,jnu_only,classical_signal,any_acceleration,258,128,123,64,0.634521484375,0.6464284103955489,0.5859375,0.5954198473282443
20260521,3,jnu_only,encoder_embedding,any_deceleration,258,128,189,95,0.7173843700159489,0.8774231304679769,0.6596491228070176,0.7380952380952381
20260521,3,jnu_only,classical_signal,any_deceleration,258,128,189,95,0.6771929824561405,0.8444620842315833,0.6491228070175439,0.7228915662650602
20260521,3,jnu_only,encoder_embedding,any_deceleration_early,258,128,127,61,0.6403229752874969,0.6009661896309062,0.5884511866895032,0.5272727272727272
20260521,3,jnu_only,classical_signal,any_deceleration_early,258,128,127,61,0.7132370932224125,0.7030998189479588,0.6800831906043553,0.672
20260521,3,jnu_only,encoder_embedding,any_deceleration_late,258,128,45,29,0.5694879832810867,0.30516309326405006,0.5128874956461164,0.29333333333333333
20260521,3,jnu_only,classical_signal,any_deceleration_late,258,128,45,29,0.6687565308254964,0.31342913740255945,0.6600487634970393,0.4666666666666667
20260521,3,jnu_only,encoder_embedding,any_deceleration_variable,258,128,130,66,0.7145650048875855,0.7485494580599519,0.6564027370478983,0.6615384615384615
20260521,3,jnu_only,classical_signal,any_deceleration_variable,258,128,130,66,0.6991691104594331,0.6977654753402658,0.6236559139784946,0.6470588235294118
20260521,3,jnu_only,encoder_embedding,any_deceleration_prolonged,258,128,13,6,0.6079234972677596,0.06847626847626848,0.5683060109289617,0.125
20260521,3,jnu_only,classical_signal,any_deceleration_prolonged,258,128,13,6,0.6898907103825137,0.09756912174335042,0.639344262295082,0.16666666666666666
20260521,3,jnu_asymmetric,encoder_embedding,any_tachycardia,258,128,25,4,0.3810483870967742,0.03017659161158953,0.39919354838709675,0.0
20260521,3,jnu_asymmetric,classical_signal,any_tachycardia,258,128,25,4,0.9778225806451613,0.7269230769230769,0.9435483870967742,0.36363636363636365
20260521,3,jnu_asymmetric,encoder_embedding,any_acceleration,258,128,123,64,0.634765625,0.616978345497916,0.59375,0.5517241379310345
20260521,3,jnu_asymmetric,classical_signal,any_acceleration,258,128,123,64,0.634521484375,0.6464284103955489,0.5859375,0.5954198473282443
20260521,3,jnu_asymmetric,encoder_embedding,any_deceleration,258,128,189,95,0.6251993620414673,0.8498738606887095,0.6181818181818182,0.6951219512195121
20260521,3,jnu_asymmetric,classical_signal,any_deceleration,258,128,189,95,0.6771929824561405,0.8444620842315833,0.6491228070175439,0.7228915662650602
20260521,3,jnu_asymmetric,encoder_embedding,any_deceleration_early,258,128,127,61,0.6620993393687301,0.6707079517308325,0.542941032542207,0.49122807017543857
20260521,3,jnu_asymmetric,classical_signal,any_deceleration_early,258,128,127,61,0.7132370932224125,0.7030998189479588,0.6800831906043553,0.672
20260521,3,jnu_asymmetric,encoder_embedding,any_deceleration_late,258,128,45,29,0.5015673981191222,0.2584794398332933,0.5229885057471264,0.3013698630136986
20260521,3,jnu_asymmetric,classical_signal,any_deceleration_late,258,128,45,29,0.6687565308254964,0.31342913740255945,0.6600487634970393,0.4666666666666667
20260521,3,jnu_asymmetric,encoder_embedding,any_deceleration_variable,258,128,130,66,0.5818670576735093,0.6354879967978447,0.5696480938416422,0.5864661654135338
20260521,3,jnu_asymmetric,classical_signal,any_deceleration_variable,258,128,130,66,0.6991691104594331,0.6977654753402658,0.6236559139784946,0.6470588235294118
20260521,3,jnu_asymmetric,encoder_embedding,any_deceleration_prolonged,258,128,13,6,0.6693989071038252,0.26515083832157005,0.6762295081967213,0.2222222222222222
20260521,3,jnu_asymmetric,classical_signal,any_deceleration_prolonged,258,128,13,6,0.6898907103825137,0.09756912174335042,0.639344262295082,0.16666666666666666
20260521,3,ctu_only,encoder_embedding,any_tachycardia,258,128,25,4,0.3629032258064516,0.02944055132963537,0.3629032258064516,0.0
20260521,3,ctu_only,classical_signal,any_tachycardia,258,128,25,4,0.9778225806451613,0.7269230769230769,0.9435483870967742,0.36363636363636365
20260521,3,ctu_only,encoder_embedding,any_acceleration,258,128,123,64,0.638427734375,0.6398301970749511,0.5625,0.5483870967741935
20260521,3,ctu_only,classical_signal,any_acceleration,258,128,123,64,0.634521484375,0.6464284103955489,0.5859375,0.5954198473282443
20260521,3,ctu_only,encoder_embedding,any_deceleration,258,128,189,95,0.7071770334928229,0.8698613028630797,0.6596491228070176,0.7380952380952381
20260521,3,ctu_only,classical_signal,any_deceleration,258,128,189,95,0.6771929824561405,0.8444620842315833,0.6491228070175439,0.7228915662650602
20260521,3,ctu_only,encoder_embedding,any_deceleration_early,258,128,127,61,0.6532909224369953,0.6402312567885331,0.6301688279911916,0.5982905982905983
20260521,3,ctu_only,classical_signal,any_deceleration_early,258,128,127,61,0.7132370932224125,0.7030998189479588,0.6800831906043553,0.672
20260521,3,ctu_only,encoder_embedding,any_deceleration_late,258,128,45,29,0.5970045280390108,0.2809958863365116,0.5250783699059561,0.3116883116883117
20260521,3,ctu_only,classical_signal,any_deceleration_late,258,128,45,29,0.6687565308254964,0.31342913740255945,0.6600487634970393,0.4666666666666667
20260521,3,ctu_only,encoder_embedding,any_deceleration_variable,258,128,130,66,0.6725317693059628,0.7253043700308297,0.6114369501466275,0.5901639344262295
