seed,fold,encoder_route,input_variant,evaluation_set,auprc,auroc,brier,ece,calibration_intercept,calibration_slope,n_train,n_validation,events_train,events_validation,n_predictors,events_per_predictor
20260524,1,ctu_only,fhr_only,development_sensitivity,0.364983833726142,0.6180101670297748,0.23212545816940297,0.21062253375096224,-1.1734086597266506,0.2990703644327603,257,129,52,27,15,3.466666666666667
20260524,1,ctu_only,uc_only,development_sensitivity,0.3566955125148075,0.6292665214233841,0.22203310306482651,0.2078535144326465,-1.1978569387413696,0.4178077414460266,257,129,52,27,15,3.466666666666667
20260524,1,ctu_only,one_hz,development_sensitivity,0.3235216743520034,0.6169208424110385,0.23319034824871157,0.20589259891685863,-1.1984820444642175,0.3199338186159643,257,129,52,27,15,3.466666666666667
20260524,1,jnu_to_ctu,fhr_only,development_sensitivity,0.2663260029597456,0.5679012345679013,0.25031411301131157,0.23715812500806488,-1.2394626256474837,0.13585629867827437,257,129,52,27,15,3.466666666666667
20260524,1,jnu_to_ctu,uc_only,development_sensitivity,0.3565281930096128,0.5991285403050108,0.22532408997623674,0.21966349474164928,-1.205061474398932,0.3371948096379196,257,129,52,27,15,3.466666666666667
20260524,1,jnu_to_ctu,one_hz,development_sensitivity,0.3119226664645055,0.6205519244734929,0.23478340730327713,0.20668742928131298,-1.2196386289304002,0.30444746016399726,257,129,52,27,15,3.466666666666667
20260524,2,random,full,development_oof,0.5662008578547946,0.7714712471994025,0.18779541968470517,0.23172760478677124,-1.3684550126467003,1.0756239318596437,257,129,53,26,15,3.533333333333333
20260524,2,jnu_only,full,development_oof,0.5441583975784985,0.7606422703510082,0.193317132776692,0.2341413928885772,-1.3672429675401694,1.0180530924317108,257,129,53,26,15,3.533333333333333
20260524,2,jnu_asymmetric,full,development_oof,0.5896507873946866,0.7539208364451082,0.18423595836713585,0.22180054449800274,-1.2887201820889271,1.173553234217856,257,129,53,26,15,3.533333333333333
20260524,2,ctu_only,full,development_oof,0.547494915597121,0.7744585511575802,0.1883054346830779,0.22937930233917594,-1.3797201399012051,1.0517429654481607,257,129,53,26,15,3.533333333333333
20260524,2,jnu_to_ctu,full,development_oof,0.5410643154718648,0.7729648991784915,0.1870652187002001,0.22465343281287325,-1.353630103304131,1.0200281602169186,257,129,53,26,15,3.533333333333333
20260524,2,ctu_only,fhr_only,development_sensitivity,0.5176762467714067,0.7830470500373413,0.18868167005954148,0.22232680472143931,-1.385568512186613,0.8859248190402121,257,129,53,26,15,3.533333333333333
20260524,2,ctu_only,uc_only,development_sensitivity,0.5545147010007876,0.7759522031366691,0.17760817703739543,0.21304556882325046,-1.2613213014087363,1.1655431643683722,257,129,53,26,15,3.533333333333333
20260524,2,ctu_only,one_hz,development_sensitivity,0.5484983835348631,0.7666168782673637,0.18961886964601407,0.22981507743529528,-1.3745307363063657,1.0311228133853865,257,129,53,26,15,3.533333333333333
20260524,2,jnu_to_ctu,fhr_only,development_sensitivity,0.5489551264686572,0.7901418969380135,0.18673075330424646,0.22538795963996758,-1.3770401491057376,1.0042134178706723,257,129,53,26,15,3.533333333333333
20260524,2,jnu_to_ctu,uc_only,development_sensitivity,0.559754971078865,0.7401045556385362,0.1912682376100572,0.22589354098110387,-1.300400835292431,1.0375336576470175,257,129,53,26,15,3.533333333333333
20260524,2,jnu_to_ctu,one_hz,development_sensitivity,0.573250222412473,0.7852875280059746,0.18526300859411965,0.22724146393883898,-1.3708530148337443,1.0837751077998676,257,129,53,26,15,3.533333333333333
20260524,3,random,full,development_oof,0.2862845065997593,0.6006787330316742,0.2420505855565722,0.2548596759003855,-1.3317886196068258,0.41286767900793,258,128,53,26,15,3.533333333333333
20260524,3,jnu_only,full,development_oof,0.3092321466720678,0.6561085972850679,0.23045604199698613,0.2517686593832341,-1.3344106910306104,0.5518964251419993,258,128,53,26,15,3.533333333333333
20260524,3,jnu_asymmetric,full,development_oof,0.30452528732324957,0.6425339366515836,0.24198102629655738,0.2685851800245317,-1.3776061388768401,0.5408649139952763,258,128,53,26,15,3.533333333333333
20260524,3,ctu_only,full,development_oof,0.29459145326564345,0.6244343891402715,0.23209144847754587,0.2284353470614714,-1.2963530619648143,0.3651319226119817,258,128,53,26,15,3.533333333333333
20260524,3,jnu_to_ctu,full,development_oof,0.3247794608113361,0.6538461538461539,0.23311206649738397,0.24914058143652382,-1.3431841388504664,0.5065428357494762,258,128,53,26,15,3.533333333333333
20260524,3,ctu_only,fhr_only,development_sensitivity,0.32311550381558846,0.6628959276018099,0.22993654260512397,0.2347533094217252,-1.3119871181102059,0.42784102739281965,258,128,53,26,15,3.533333333333333
20260524,3,ctu_only,uc_only,development_sensitivity,0.2637732085175565,0.5810708898944192,0.24625181197550555,0.258818407331737,-1.3349645057540738,0.35899385248473253,258,128,53,26,15,3.533333333333333
20260524,3,ctu_only,one_hz,development_sensitivity,0.2890581883428397,0.6195324283559578,0.232541141935396,0.23087671308529983,-1.299663692807146,0.36158758890250814,258,128,53,26,15,3.533333333333333
20260524,3,jnu_to_ctu,fhr_only,development_sensitivity,0.3102226167882463,0.6640271493212669,0.23272305188635403,0.24868364990216338,-1.3425358572457222,0.46716039489946865,258,128,53,26,15,3.533333333333333
