seed,comparison,difference,ci_low,ci_high,bootstrap_iterations_used
20260521,reduced_ssl_minus_signal_10,0.0164094881554665,-0.059566300529414126,0.07627458268795351,2000
20260522,reduced_ssl_minus_signal_10,0.017036338971463838,-0.0622681373838993,0.0864469267505247,2000
20260523,reduced_ssl_minus_signal_10,0.027699258430144202,-0.05969138680949171,0.10129182787557733,2000
20260524,reduced_ssl_minus_signal_10,0.025675141940469437,-0.05512354464955481,0.0885522302159925,2000
20260525,reduced_ssl_minus_signal_10,0.01509574576199918,-0.06654335289724188,0.08803802245614786,2000
